scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Hesperostipa spartea,Porcupinegrass,no,no,yes,yes,no,no,late summer,3'-8',3'-4',grass,5,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HESP11,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HESP11,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HESP11,https://plants.usda.gov/plant-profile/HESP11,https://en.wikipedia.org/wiki/Hesperostipa_spartea,https://www.wildflower.org/plants/result.php?id_plant=HESP11
Hesperoyucca whipplei,Chaparral Yucca,no,no,yes,yes,no,no,late spring,3'-6',3'-5',"flower-or-herb,shrub",5,4,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEWH,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEWH,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEWH,https://plants.usda.gov/plant-profile/HEWH,https://en.wikipedia.org/wiki/Hesperoyucca_whipplei,https://www.wildflower.org/plants/result.php?id_plant=HEWH
Heteromeles arbutifolia,Toyon,yes,yes,yes,yes,no,no,late spring,6'-20',6'-10',shrub,7,8,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAR5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAR5,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEAR5, removed tree",https://plants.usda.gov/plant-profile/HEAR5,https://en.wikipedia.org/wiki/Heteromeles_arbutifolia,https://www.wildflower.org/plants/result.php?id_plant=HEAR5
Heteropogon contortus,Tanglehead,no,no,yes,yes,no,no,late spring,3'-6',"24""-36""",grass,5,5,8,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HECO10,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HECO10,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HECO10,https://plants.usda.gov/plant-profile/HECO10,https://en.wikipedia.org/wiki/Heteropogon_contortus,https://www.wildflower.org/plants/result.php?id_plant=HECO10
Heterotheca grandiflora,Telegraphweed,no,yes,yes,yes,yes,no,late spring,3'-6',2'-3',flower-or-herb,6,5,8,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEGR7,https://plants.usda.gov/plant-profile/HEGR7,https://en.wikipedia.org/wiki/Heterotheca_grandiflora,https://www.wildflower.org/plants/result.php?id_plant=HEGR7
Heuchera americana,American Alumroot,yes,yes,no,yes,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAM6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAM6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEAM6,https://plants.usda.gov/plant-profile/HEAM6,https://en.wikipedia.org/wiki/Heuchera_americana,https://www.wildflower.org/plants/result.php?id_plant=HEAM6
Heuchera cylindrica,Roundleaf Alumroot,yes,yes,no,no,yes,no,late spring,1'-2',"12""-18""",flower-or-herb,7,5,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HECY2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HECY2,https://plants.usda.gov/plant-profile/HECY2,https://en.wikipedia.org/wiki/Heuchera_cylindrica,https://www.wildflower.org/plants/result.php?id_plant=HECY2
Heuchera elegans,Urnflower Alumroot,yes,yes,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,4,5,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEEL2,https://plants.usda.gov/plant-profile/HEEL2,https://en.wikipedia.org/wiki/Heuchera_elegans,https://www.wildflower.org/plants/result.php?id_plant=HEEL2
Heuchera hirsutissima,Shaggyhair Alumroot,yes,yes,no,no,yes,yes,late spring,1'-3',"12""-18""",flower-or-herb,5,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEHI4,https://plants.usda.gov/plant-profile/HEHI4,https://en.wikipedia.org/wiki/Heuchera_hirsutissima,https://www.wildflower.org/plants/result.php?id_plant=HEHI4
Heuchera maxima,Jill of the Rocks,yes,no,no,yes,no,no,late spring,1'-2',"12""-18""",flower-or-herb,5,5,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEMA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEMA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEMA4,https://plants.usda.gov/plant-profile/HEMA4,https://en.wikipedia.org/wiki/Heuchera_maxima,https://www.wildflower.org/plants/result.php?id_plant=HEMA4
Heuchera micrantha,Crevice Alumroot,yes,yes,yes,no,yes,no,late spring,"12""-18""","12""-18""",flower-or-herb,5,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEMI7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEMI7,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEMI7,https://plants.usda.gov/plant-profile/HEMI7,https://en.wikipedia.org/wiki/Heuchera_micrantha,https://www.wildflower.org/plants/result.php?id_plant=HEMI7
Heuchera parvifolia,Littleleaf Alumroot,no,yes,no,yes,no,no,late spring,1'-2',"12""-18""",flower-or-herb,7,5,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEPA11,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEPA11,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEPA11,https://plants.usda.gov/plant-profile/HEPA11,https://en.wikipedia.org/wiki/Heuchera_parvifolia,https://www.wildflower.org/plants/result.php?id_plant=HEPA11
Heuchera richardsonii,Richardson's Alumroot,no,yes,yes,yes,no,no,late spring,1'-2',"12""-18""",flower-or-herb,7,5,4,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HERI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HERI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HERI,https://plants.usda.gov/plant-profile/HERI,,https://www.wildflower.org/plants/result.php?id_plant=HERI
Heuchera rubescens,Pink Alumroot,no,yes,no,yes,no,no,late spring,1'-2',"12""-18""",flower-or-herb,7,4,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HERU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HERU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HERU,https://plants.usda.gov/plant-profile/HERU,https://en.wikipedia.org/wiki/Heuchera_rubescens,https://www.wildflower.org/plants/result.php?id_plant=HERU
Heuchera sanguinea,Coralbells,yes,no,no,no,yes,no,late spring,"12""-18""","12""-18""",flower-or-herb,6,2,6,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HESA3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HESA3,https://plants.usda.gov/plant-profile/HESA3,https://en.wikipedia.org/wiki/Heuchera_sanguinea,https://www.wildflower.org/plants/result.php?id_plant=HESA3
Hexastylis arifolia,Littlebrownjug,yes,yes,no,yes,yes,no,N/A,"6""-12""","12""-18""",flower-or-herb,5,4,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAR6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HEAR6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HEAR6,https://plants.usda.gov/plant-profile/HEAR6,https://en.wikipedia.org/wiki/Hexastylis_arifolia,https://www.wildflower.org/plants/result.php?id_plant=HEAR6
Hibiscus arnottianus,White Rosemallow,no,yes,yes,no,yes,yes,late spring,6'-10',10'-15',shrub,4,3,6,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIAR, removed tree",https://plants.usda.gov/plant-profile/HIAR,https://en.wikipedia.org/wiki/Hibiscus_arnottianus,https://www.wildflower.org/plants/result.php?id_plant=HIAR
Hibiscus brackenridgei,Brackenridge's Rosemallow,no,yes,yes,no,yes,no,late spring,3'-6',6'-8',shrub,7,4,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIBR, removed tree",https://plants.usda.gov/plant-profile/HIBR,https://en.wikipedia.org/wiki/Hibiscus_brackenridgei,https://www.wildflower.org/plants/result.php?id_plant=HIBR
Hibiscus coccineus,Scarlet Rosemallow,no,no,yes,no,no,yes,late spring,4'-8',3'-5',flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HICO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HICO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HICO2,https://plants.usda.gov/plant-profile/HICO2,https://en.wikipedia.org/wiki/Hibiscus_coccineus,https://www.wildflower.org/plants/result.php?id_plant=HICO2
Hibiscus grandiflorus,Swamp Rosemallow,no,yes,no,no,no,yes,late spring,6'-8',4'-6',shrub,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HIGR4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HIGR4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIGR4,https://plants.usda.gov/plant-profile/HIGR4,https://en.wikipedia.org/wiki/Hibiscus_grandiflorus,https://www.wildflower.org/plants/result.php?id_plant=HIGR4
Hibiscus kokio,Red Rosemallow,no,yes,yes,no,yes,yes,late spring,10'-20',6'-10',"shrub,tree",6,5,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIKO,https://plants.usda.gov/plant-profile/HIKO,https://en.wikipedia.org/wiki/Hibiscus_kokio,https://www.wildflower.org/plants/result.php?id_plant=HIKO
Hibiscus laevis,Halberdleaf Rosemallow,no,yes,yes,no,yes,no,late spring,4'-6',3'-4',flower-or-herb,8,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HILA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HILA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HILA2,https://plants.usda.gov/plant-profile/HILA2,https://en.wikipedia.org/wiki/Hibiscus_laevis,https://www.wildflower.org/plants/result.php?id_plant=HILA2
Hibiscus moscheutos,Crimsoneyed Rosemallow,no,yes,yes,no,yes,yes,late spring,3'-7',3'-4',"flower-or-herb,shrub",8,7,4,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HIMO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HIMO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIMO,https://plants.usda.gov/plant-profile/HIMO,https://en.wikipedia.org/wiki/Hibiscus_moscheutos,https://www.wildflower.org/plants/result.php?id_plant=HIMO
Hibiscus waimeae,White Kauai Rosemallow,no,yes,yes,no,yes,yes,late spring,10'-20',6'-8',"shrub,tree",5,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HIWA,https://plants.usda.gov/plant-profile/HIWA,https://en.wikipedia.org/wiki/Hibiscus_waimeae,https://www.wildflower.org/plants/result.php?id_plant=HIWA
Holodiscus discolor,Oceanspray,no,yes,yes,no,yes,no,late spring,3'-10',4'-6',shrub,5,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HODI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HODI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HODI,https://plants.usda.gov/plant-profile/HODI,https://en.wikipedia.org/wiki/Holodiscus_discolor,https://www.wildflower.org/plants/result.php?id_plant=HODI
Hydrangea arborescens,Wild Hydrangea,no,yes,no,no,yes,no,late spring,3'-5',4'-6',shrub,5,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYAR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYAR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYAR,https://plants.usda.gov/plant-profile/HYAR,https://en.wikipedia.org/wiki/Hydrangea_arborescens,https://www.wildflower.org/plants/result.php?id_plant=HYAR
Hydrangea quercifolia,Oakleaf Hydrangea,yes,no,no,no,yes,no,late spring,4'-6',6'-8',shrub,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYQU3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYQU3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYQU3,https://plants.usda.gov/plant-profile/HYQU3,https://en.wikipedia.org/wiki/Hydrangea_quercifolia,https://www.wildflower.org/plants/result.php?id_plant=HYQU3
Hydrocotyle americana,American Marshpennywort,yes,yes,no,no,yes,yes,late spring,"6""-12""","12""-24""",flower-or-herb,5,7,9,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYAM,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYAM,https://plants.usda.gov/plant-profile/HYAM,https://en.wikipedia.org/wiki/Hydrocotyle_americana,https://www.wildflower.org/plants/result.php?id_plant=HYAM
Hydrocotyle umbellata,Manyflower Marshpennywort,yes,yes,yes,no,yes,yes,late spring,"6""-12""","12""-18""",flower-or-herb,7,7,8,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYUM,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYUM,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYUM,https://plants.usda.gov/plant-profile/HYUM,https://en.wikipedia.org/wiki/Hydrocotyle_umbellata,https://www.wildflower.org/plants/result.php?id_plant=HYUM
Hydrocotyle verticillata,Whorled Marshpennywort,no,yes,yes,no,yes,yes,late spring,"6""-12""","12""-24""",flower-or-herb,3,5,8,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYVE2,https://plants.usda.gov/plant-profile/HYVE2,https://en.wikipedia.org/wiki/Hydrocotyle_verticillata,https://www.wildflower.org/plants/result.php?id_plant=HYVE2
Hydrophyllum occidentale,Western Waterleaf,yes,no,no,no,no,yes,late spring,1'-3',"12""-24""",flower-or-herb,7,3,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYOC,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYOC,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYOC,https://plants.usda.gov/plant-profile/HYOC,https://en.wikipedia.org/wiki/Hydrophyllum_occidentale,https://www.wildflower.org/plants/result.php?id_plant=HYOC
Hydrophyllum tenuipes,Pacific Waterleaf,yes,yes,no,no,yes,no,late spring,1'-3',"12""-24""",flower-or-herb,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYTE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYTE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYTE,https://plants.usda.gov/plant-profile/HYTE,https://en.wikipedia.org/wiki/Hydrophyllum_tenuipes,https://www.wildflower.org/plants/result.php?id_plant=HYTE
Hydrophyllum virginianum,Eastern Waterleaf,yes,yes,no,no,yes,no,late spring,1'-3',"12""-24""",flower-or-herb,7,6,7,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYVI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYVI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYVI,https://plants.usda.gov/plant-profile/HYVI,https://en.wikipedia.org/wiki/Hydrophyllum_virginianum,https://www.wildflower.org/plants/result.php?id_plant=HYVI
Hymenocallis liriosme,Spring Spiderlily,no,yes,no,no,yes,no,late summer,"18""-24""","12""-18""",flower-or-herb,3,3,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYLI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYLI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYLI,https://plants.usda.gov/plant-profile/HYLI,https://en.wikipedia.org/wiki/Hymenocallis_liriosme,https://www.wildflower.org/plants/result.php?id_plant=HYLI
Hymenoclea salsola,Burrobrush,no,yes,yes,yes,no,no,late spring,6'-10',6'-8',shrub,6,3,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYSA,https://plants.usda.gov/plant-profile/HYSA,https://en.wikipedia.org/wiki/Hymenoclea_salsola,https://www.wildflower.org/plants/result.php?id_plant=HYSA
Hymenopappus artemisiifolius,Oldplainsman,no,yes,no,yes,no,no,late spring,2'-4',"12""-18""",flower-or-herb,4,3,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYAR3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYAR3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYAR3,https://plants.usda.gov/plant-profile/HYAR3,https://en.wikipedia.org/wiki/Hymenopappus_artemisiifolius,https://www.wildflower.org/plants/result.php?id_plant=HYAR3
Hymenopappus filifolius,Fineleaf Hymenopappus,no,yes,yes,yes,yes,no,late spring,"12""-24""","12""-18""","flower-or-herb,shrub",7,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYFI,https://plants.usda.gov/plant-profile/HYFI,https://en.wikipedia.org/wiki/Hymenopappus_filifolius,https://www.wildflower.org/plants/result.php?id_plant=HYFI
Hymenopappus scabiosaeus,Carolina Woollywhite,no,yes,yes,yes,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYSC,https://plants.usda.gov/plant-profile/HYSC,https://en.wikipedia.org/wiki/Hymenopappus_scabiosaeus,https://www.wildflower.org/plants/result.php?id_plant=HYSC
Hymenoxys acaulis,Stemless Four-Nerve Daisy,no,no,yes,yes,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,2,7,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TEACA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TEACA2,https://plants.usda.gov/plant-profile/TEACA2,https://en.wikipedia.org/wiki/Hymenoxys_acaulis,https://www.wildflower.org/plants/result.php?id_plant=TEACA2
Hymenoxys hoopesii,Owl's-Claws,no,yes,no,no,no,yes,late summer,2'-4',"12""-18""",flower-or-herb,7,3,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYHO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYHO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYHO,https://plants.usda.gov/plant-profile/HYHO,https://en.wikipedia.org/wiki/Hymenoxys_hoopesii,https://www.wildflower.org/plants/result.php?id_plant=HYHO
Hymenoxys scaposa,Stemmy Four-Nerve Daisy,no,no,yes,yes,no,no,late spring,"12""-18""","12""-18""","flower-or-herb,shrub",8,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TESCS,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=TESCS,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=TESCS,https://plants.usda.gov/plant-profile/TESCS,https://en.wikipedia.org/wiki/Hymenoxys_scaposa,https://www.wildflower.org/plants/result.php?id_plant=TESCS
Hypericum brachyphyllum,Coastal Plain St. Johnswort,no,yes,yes,no,yes,yes,late spring,2'-3',3'-4',"flower-or-herb,shrub",5,5,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYBR3,https://plants.usda.gov/plant-profile/HYBR3,,https://www.wildflower.org/plants/result.php?id_plant=HYBR3
Hypericum hypericoides,St. Andrew's Cross,no,yes,yes,no,yes,yes,late spring,3'-6',3'-6',shrub,5,3,6,5,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYHY,https://plants.usda.gov/plant-profile/HYHY,https://en.wikipedia.org/wiki/Hypericum_hypericoides,https://www.wildflower.org/plants/result.php?id_plant=HYHY
Hypericum prolificum,Shrubby St. Johnswort,yes,yes,no,yes,yes,no,late spring,3'-5',3'-5',shrub,7,7,7,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYPR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HYPR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HYPR,https://plants.usda.gov/plant-profile/HYPR,https://en.wikipedia.org/wiki/Hypericum_prolificum,https://www.wildflower.org/plants/result.php?id_plant=HYPR
Ilex anomala,Hawai'I Holly,yes,yes,no,no,yes,yes,late spring,6'-8',6'-8',shrub,3,3,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILAN, removed tree",https://plants.usda.gov/plant-profile/ILAN,https://en.wikipedia.org/wiki/Ilex_anomala,https://www.wildflower.org/plants/result.php?id_plant=ILAN
Ilex cassine,Dahoon,no,yes,no,no,yes,no,late spring,15'-30',10'-20',"shrub,tree",7,7,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILCA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILCA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILCA,https://plants.usda.gov/plant-profile/ILCA,https://en.wikipedia.org/wiki/Ilex_cassine,https://www.wildflower.org/plants/result.php?id_plant=ILCA
Ilex decidua,Possumhaw,no,yes,yes,no,yes,no,late spring,10'-20',10'-15',"shrub,tree",7,8,4,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILDE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILDE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILDE,https://plants.usda.gov/plant-profile/ILDE,https://en.wikipedia.org/wiki/Ilex_decidua,https://www.wildflower.org/plants/result.php?id_plant=ILDE
Ilex glabra,Inkberry,no,yes,no,no,yes,yes,late spring,3'-8',4'-6',shrub,3,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILGL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILGL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILGL,https://plants.usda.gov/plant-profile/ILGL,https://en.wikipedia.org/wiki/Ilex_glabra,https://www.wildflower.org/plants/result.php?id_plant=ILGL
Ilex opaca,American Holly,yes,yes,yes,yes,no,yes,late spring,15'-30',10'-20',"shrub,tree",7,7,6,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILOP,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILOP,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILOP,https://plants.usda.gov/plant-profile/ILOP,https://en.wikipedia.org/wiki/Ilex_opaca,https://www.wildflower.org/plants/result.php?id_plant=ILOP
Ilex verticillata,Common Winterberry,yes,yes,yes,yes,yes,yes,late spring,6'-10',6'-10',shrub,8,9,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILVE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILVE,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILVE, removed tree",https://plants.usda.gov/plant-profile/ILVE,https://en.wikipedia.org/wiki/Ilex_verticillata,https://www.wildflower.org/plants/result.php?id_plant=ILVE
Ilex vomitoria,Yaupon,yes,yes,yes,yes,yes,no,late spring,15'-25',10'-20',"shrub,tree",7,7,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILVO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILVO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILVO,https://plants.usda.gov/plant-profile/ILVO,https://en.wikipedia.org/wiki/Ilex_vomitoria,https://www.wildflower.org/plants/result.php?id_plant=ILVO
Illicium floridanum,Florida Anisetree,no,yes,no,no,yes,yes,early spring,6'-10',6'-10',shrub,7,6,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ILFL,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ILFL, removed tree",https://plants.usda.gov/plant-profile/ILFL,https://en.wikipedia.org/wiki/Illicium_floridanum,https://www.wildflower.org/plants/result.php?id_plant=ILFL
Impatiens capensis,Jewelweed,yes,no,no,no,yes,yes,late spring,3'-5',"18""-36""",flower-or-herb,8,5,8,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IMCA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IMCA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IMCA,https://plants.usda.gov/plant-profile/IMCA,https://en.wikipedia.org/wiki/Impatiens_capensis,https://www.wildflower.org/plants/result.php?id_plant=IMCA
Ipomopsis aggregata,Scarlet Gilia,no,yes,no,yes,no,no,late spring,1'-3',"12""-18""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IPAG,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IPAG,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IPAG,https://plants.usda.gov/plant-profile/IPAG,https://en.wikipedia.org/wiki/Ipomopsis_aggregata,https://www.wildflower.org/plants/result.php?id_plant=IPAG
Ipomopsis rubra,Standing-Cypress,no,yes,yes,yes,no,no,late spring,3'-6',"12""-18""",flower-or-herb,7,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IPRU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IPRU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IPRU2,https://plants.usda.gov/plant-profile/IPRU2,https://en.wikipedia.org/wiki/Ipomopsis_rubra,https://www.wildflower.org/plants/result.php?id_plant=IPRU2
Iris brevicaulis,Zigzag Iris,yes,yes,yes,no,yes,yes,late spring,"12""-24""","12""-18""",flower-or-herb,6,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRBR2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=IRBR2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=IRBR2,https://plants.usda.gov/plant-profile/IRBR2,https://en.wikipedia.org/wiki/Iris_brevicaulis,https://www.wildflower.org/plants/result.php?id_plant=IRBR2
